population;mutation factor;crossover chance;selection;succession;crossover mode;score
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;807.24
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;800.52
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;809.07
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;812.75
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;818.2
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;821.95
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;844.67
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;860.6
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;820.01
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;817.2
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;807.53
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;816.66
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;837.62
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;848.93
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;818.65
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;810.95
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;792.72
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;833.86
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;792.75
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;797.99
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;806.99
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;815.49
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;793.28
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;830.17
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;817.11
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;821.31
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;837.28
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;828.78
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;813.32
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;808.38
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;798.06
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;834.4
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;813.9
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;819.75
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;816.13
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;826.16
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;821.55
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;817.2
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;827.52
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;793.07
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;809.73
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;821.46
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;844.67
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;813.38
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;788.92
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;829.41
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;825.66
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;801.91
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;817.63
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;820.69
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;793.99
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;820.6
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;810.46
22;0.46759925535429414;0.2056168284477755;exp;best;hor-slice;778.91
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;799.05
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;814.45
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;791.1
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;810.06
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;820.07
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;794.02
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;830.34
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;803.13
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;783.77
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;830.69
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;823.05
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;804.5
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;852.54
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;781.59
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;829.4
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;778.06
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;815.04
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;814.82
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;818.87
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;817.16
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;804.67
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;806.09
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;825.18
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;821.2
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;809.58
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;770.77
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;825.34
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;827.26
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;801.1
2;0.6276251193240092;0.4522378403844719;exp;tourny;avg;801.49
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;867.61
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;898.51
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;859.82
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;849.27
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;860.31
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;893.06
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;886.09
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;895.3
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;858.95
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;855.68
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;920.52
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;846.37
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;839.1
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;860.34
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;870.08
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;879.31
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;858.85
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;824.3
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;847.67
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;898.42
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;853.9
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;868.52
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;889.01
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;886.32
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;861.8
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;878.4
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;836.64
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;878.89
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;887.53
7;0.003823018553855695;0.6650888638033956;exp;tourny;hor-slice;894.5
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;845.81
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;774.9
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;772.37
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;798.21
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;793.96
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;821.37
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;750.66
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;810.54
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;817.26
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;806.49
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;837.56
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;769.93
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;812.01
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;758.86
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;847.3
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;825.13
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;781.07
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;751.95
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;791.13
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;778.9
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;786.3
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;822.4
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;838.91
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;746.92
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;784.57
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;810.67
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;828.15
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;748.67
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;788.35
19;0.03059854989141253;0.14824859014958225;exp;tourny;vert-slice;732.76
16;0.2011437642442503;0.25206040550578623;exp;best;avg;818.08
16;0.2011437642442503;0.25206040550578623;exp;best;avg;792.13
16;0.2011437642442503;0.25206040550578623;exp;best;avg;835.83
16;0.2011437642442503;0.25206040550578623;exp;best;avg;825.0
16;0.2011437642442503;0.25206040550578623;exp;best;avg;807.03
16;0.2011437642442503;0.25206040550578623;exp;best;avg;778.38
16;0.2011437642442503;0.25206040550578623;exp;best;avg;769.02
16;0.2011437642442503;0.25206040550578623;exp;best;avg;794.32
16;0.2011437642442503;0.25206040550578623;exp;best;avg;813.1
16;0.2011437642442503;0.25206040550578623;exp;best;avg;786.82
16;0.2011437642442503;0.25206040550578623;exp;best;avg;769.8
16;0.2011437642442503;0.25206040550578623;exp;best;avg;796.64
16;0.2011437642442503;0.25206040550578623;exp;best;avg;849.27
16;0.2011437642442503;0.25206040550578623;exp;best;avg;797.16
16;0.2011437642442503;0.25206040550578623;exp;best;avg;836.53
16;0.2011437642442503;0.25206040550578623;exp;best;avg;819.93
16;0.2011437642442503;0.25206040550578623;exp;best;avg;828.83
16;0.2011437642442503;0.25206040550578623;exp;best;avg;810.6
16;0.2011437642442503;0.25206040550578623;exp;best;avg;781.69
16;0.2011437642442503;0.25206040550578623;exp;best;avg;812.96
16;0.2011437642442503;0.25206040550578623;exp;best;avg;789.26
16;0.2011437642442503;0.25206040550578623;exp;best;avg;820.53
16;0.2011437642442503;0.25206040550578623;exp;best;avg;786.79
16;0.2011437642442503;0.25206040550578623;exp;best;avg;808.71
16;0.2011437642442503;0.25206040550578623;exp;best;avg;808.42
16;0.2011437642442503;0.25206040550578623;exp;best;avg;794.12
16;0.2011437642442503;0.25206040550578623;exp;best;avg;804.75
16;0.2011437642442503;0.25206040550578623;exp;best;avg;790.35
16;0.2011437642442503;0.25206040550578623;exp;best;avg;823.66
16;0.2011437642442503;0.25206040550578623;exp;best;avg;818.55
9;0.1498869943883061;0.6222906421667227;exp;best;avg;787.15
9;0.1498869943883061;0.6222906421667227;exp;best;avg;770.32
9;0.1498869943883061;0.6222906421667227;exp;best;avg;777.87
9;0.1498869943883061;0.6222906421667227;exp;best;avg;759.68
9;0.1498869943883061;0.6222906421667227;exp;best;avg;792.98
9;0.1498869943883061;0.6222906421667227;exp;best;avg;766.11
